ssnn,target,vertical,weight,followers
tw,karososa168,info,2,134
tw,karrodriguez90,retailer,2,58
tw,"kate_bateson",hashtag,2,2584
tw,kathdrib,info,2,297
tw,kenafdez,info,2,702
tw,kentuckysuzanne,hashtag,2,2811
tw,kikuchigala,aseguradora,2,35
tw,"kingjr_kts",hashtag,2,3827
tw,kinkin1982,hashtag,2,885
tw,kinshasaweb,aseguradora,2,11173
tw,kirkshan,hashtag,2,395
tw,kololee,info,2,246
tw,koto12as29,hashtag,2,155
tw,kpcito,info,2,12
tw,krafielmandres,aseguradora,1,96
tw,krafielmandres,hashtag,1,96
tw,kyriben,info,2,312
tw,l0cutux,aseguradora,2,944
tw,ladriguruok,info,2,6100
tw,ladyaggressor,info,2,91
tw,lamagamagoo,info,2,50
tw,landoba,info,2,268
tw,"langue_moliere",aseguradora,2,1730
tw,laperlapr,hashtag,2,54393
tw,lassensatas,aseguradora,2,28
tw,latendressejean,aseguradora,2,203
tw,laubaragiola,info,2,71
tw,laucha182,info,2,344
tw,laugiovin,info,2,29
tw,laukandus,info,2,100
tw,laumoroni,info,2,585
tw,lauraperiodist,hashtag,2,81
tw,"lausalas_",info,2,374
tw,lautsab,info,1,1338
tw,lautsab,retailer,1,1338
tw,lavitocosta,info,2,33
tw,"lea_qaz",info,2,53
tw,"lean_moraut",info,2,235
tw,leandro42475094,info,2,34
tw,leanenfermero,info,2,6
tw,leanminutti,info,2,21
tw,leansan21,info,2,19
tw,lebrucedan,aseguradora,2,301
tw,legpoule,info,1,33
tw,legpoule,retailer,1,33
tw,leonardoagustn,info,2,162
tw,leook65,info,2,4
tw,leoxeneize,info,2,90
tw,lezaunalicia,aseguradora,2,208
tw,libroecacciavi1,aseguradora,2,124
tw,liketravelagen2,hashtag,2,4
tw,liliana1025,retailer,2,1171
tw,lilianesse,aseguradora,2,3477
tw,linatrudel,aseguradora,2,229
tw,litin55,hashtag,2,1182
tw,littlelookalike,aseguradora,2,3031
tw,liudmilka1,aseguradora,2,275
tw,livewellandsuc3,hashtag,2,1019
tw,"locutor_cordoba",info,2,700
tw,lomionoesgrave,retailer,2,163
tw,lonquibari,info,1,52
tw,lonquibari,retailer,1,52
tw,lopezgovlaw,aseguradora,2,9531
tw,"lore__marquez",info,2,1426
tw,lorenpa84,info,2,83
tw,louisrielfrance,aseguradora,2,5500
tw,lpboysweetsound,info,2,132
tw,"lucasivan_s",retailer,2,193
tw,lucaslegui90,retailer,2,2
tw,lucaspodversic,retailer,2,285
tw,luchabarrios,info,2,169
tw,lucho76lf,aseguradora,2,17
tw,"luciano_chavez1",info,2,48
tw,luckyhre,info,2,344
tw,luistoa007,hashtag,2,74
tw,lukeysusviajes,retailer,2,10
tw,lulein,info,2,503
tw,luligrot,info,2,379
tw,"lumos____",info,2,527
tw,lurojas66,info,2,166
tw,luxitalu,info,1,202
tw,luxitalu,retailer,1,202
tw,"lyudmila_chin74",aseguradora,2,166
tw,maanufernandez,info,2,315
tw,"mab_asesoria",info,2,570
tw,macacanigra,info,2,317
tw,macecuador,hashtag,2,905
tw,machineghost0,hashtag,2,81
tw,mackybianchi,info,2,261
tw,maflotinha,retailer,2,1397
tw,maggielascano,aseguradora,2,25
tw,maiaysofi,info,2,41
tw,"maitake_ko",hashtag,2,160
tw,"majic_c",info,2,993
tw,malalacayuela,info,2,869
tw,malalatz,info,2,1624
tw,malexiar,aseguradora,1,3060
tw,malexiar,info,1,3060
tw,manupr93,info,2,226
tw,mapasycafe,info,2,188
tw,mapkstelar,info,2,54
tw,maprosario,info,2,207
tw,maracampbell,info,2,370
tw,maralon1,info,2,173
tw,marcegombi,info,2,55
tw,marcela43613681,info,1,1792
tw,marcela43613681,retailer,1,1792
tw,marcelagispe,info,2,98
tw,marcelocanton,info,2,3450
tw,marceloruiz,info,2,858
tw,marcelot2014,info,2,48
tw,marchisioseba,info,2,251
tw,marcodeiana1979,hashtag,2,2
tw,marcomarce2,info,2,1262
tw,marcosdlf,retailer,2,120
tw,marcosvaldez86,info,2,354
tw,mardelcore,info,2,251
tw,mardia1711,info,2,19
tw,margaretojalvo,info,2,2282
tw,margoltin,info,2,301
tw,marian9towers,info,2,36
tw,marianaarg,info,2,138
tw,marianaerro,info,2,1023
tw,marianajoos,aseguradora,2,2965
tw,marianalfaro,info,2,5279
tw,mariandc03,info,2,449
tw,marianeladelos,info,2,347
tw,marianoaleg,info,2,272
tw,marianoignacio,info,2,378
tw,marianopico,info,2,649
tw,marianosica,info,2,170
tw,marianoucha,info,2,102
tw,mariarosablanc7,info,2,31
tw,mariavidela296,info,2,1766
tw,mariedanielleje,aseguradora,2,451
tw,marihuanafreepy,info,2,295
tw,marinaparaja,info,2,423
tw,marioefigue,info,2,99
tw,mariopatalinjug,hashtag,2,139
tw,marisavr2018,aseguradora,1,158
tw,marisavr2018,hashtag,1,158
tw,maritabalbi,info,1,652
tw,maritabalbi,retailer,1,652
tw,maritamarr,info,2,111
tw,mariu41maria,info,2,181
tw,markitoz51,aseguradora,1,125
tw,markitoz51,hashtag,1,125
tw,markozquintero,hashtag,2,34
tw,martinezcamera,hashtag,2,126
tw,martinlabocaok,retailer,2,656
tw,marturuggiano,info,2,467
tw,marumercev,retailer,2,61
tw,maruretamuza,info,2,399
tw,marutorr1,info,2,134
tw,maryangelescot,retailer,2,480
tw,matiasdolce,retailer,2,168
tw,matiibanez,info,2,56
tw,matutequemero,info,2,408
tw,matyabaro,info,2,135
tw,matyrecine,info,2,340
tw,maurodeluise,info,2,194
tw,maxidonadio,info,2,265
tw,maxifirtman,info,2,691
tw,maxila23,info,1,22
tw,maxila23,retailer,1,23
tw,maxjovengay,aseguradora,2,2699
tw,maxrobilotte,retailer,2,594
tw,maynejason,info,2,12829
tw,mblumenfarb,info,2,45
tw,mcaroms,info,1,340
tw,mcaroms,retailer,1,340
tw,mechijj,info,2,18
tw,mechyfte,info,1,290
tw,mechyfte,retailer,1,290
tw,"medusa_ll",info,2,369
tw,menosharina,retailer,2,5
tw,merecatholicism,aseguradora,2,2103
tw,"mi_alma_nomade",info,2,16
tw,mibenito,hashtag,2,1305
tw,micacastanoo,info,2,191
tw,micasuperxonic,info,2,180
tw,micheljanva,aseguradora,2,11047
tw,michelleabadii,info,2,10
tw,mickey07093617,info,1,49
tw,mickey07093617,retailer,1,49
tw,miedoalavion,info,2,1323
tw,miguel1urga,aseguradora,1,1090
tw,miguel1urga,hashtag,1,1090
tw,mikilopez98,aseguradora,2,144
tw,mil4560,info,2,234
tw,milagroaguerre,info,1,6990
tw,milagroaguerre,retailer,1,6988
tw,millazapata,aseguradora,2,31
tw,"mindfree_fr",aseguradora,2,10080
tw,minemindismine,hashtag,2,20
tw,miqiita,info,1,409
tw,miqiita,retailer,1,409
tw,mirandafede,retailer,2,361
tw,"mirandoalsur_",info,2,74
tw,miriamoyague,aseguradora,2,233
tw,"miss_piggy10",aseguradora,2,159
tw,misssook,info,2,25
tw,mlaurad39,info,2,69
tw,mlchusn,info,2,434
tw,mmepopeye,retailer,2,200
tw,moisesapr,aseguradora,1,982
tw,moisesapr,hashtag,1,982
tw,molobardi,info,2,256
tw,moncac2014,info,2,26
tw,moneseguros,hashtag,2,139
tw,moniquejoyal1,aseguradora,2,403
tw,monitorsismico,hashtag,2,15751
tw,"montmarquette_c",aseguradora,2,833
tw,moralesaha,hashtag,2,5216
tw,morenaesquivel,info,2,5647
tw,mpaglilla,retailer,2,349
tw,mpazochoa,info,2,49
tw,"mr_bugman",info,2,52866
tw,mrgustav1,info,2,156
tw,"msb_corredores_",hashtag,2,94
tw,mtanoira,info,2,2081
tw,mundoturistico2,info,2,559
tw,myri3935,info,2,26
tw,mzinfandel,info,2,69
tw,"n_larenas",info,2,15353
tw,"nadia_lacolo17",retailer,2,735
tw,"nahue_gna",info,2,175
tw,nancyborchio1,info,1,310
tw,nancyborchio1,retailer,1,310
tw,"nando_1964",info,2,99
tw,nanopisaroni,info,2,1750
tw,natiasisd,info,2,181
tw,negrasol1,info,2,460
tw,"neptune_ssn",hashtag,2,149
tw,nerechamorro,info,2,128
tw,nerissaaemy,aseguradora,2,18991
tw,neuquentur,info,2,30129
tw,newberypedro,aseguradora,2,15
tw,nicogiannini2,info,1,5
tw,nicogiannini2,retailer,1,5
tw,nieee87,info,2,34
tw,nightstar44,hashtag,2,6146
tw,niiarmah1992,hashtag,2,386
tw,"nilda_etman",info,2,3813
tw,noemiland,info,2,314
tw,noesunicornio,info,2,96
tw,nomadicchica,info,2,18970
tw,noradelllao,info,2,1008
tw,norafa2010,info,2,37
tw,noralewis15,info,2,56
tw,normaiannelli,info,2,273
tw,"normasu_fa",info,2,232
tw,noticiapr,hashtag,2,688
tw,noticiasomponce,hashtag,2,318
tw,noticiasrdapp,hashtag,2,198
tw,novikovayka,aseguradora,2,687
tw,nowastraveler,aseguradora,2,3130
tw,nozze89,aseguradora,2,3040
tw,nvaleryr,info,2,249
tw,nvl1987,hashtag,2,4427
tw,"oblitas_y",aseguradora,2,253
tw,oficialjosema,info,2,184
tw,okeanokeanov,aseguradora,2,9659
tw,"okorn_",retailer,2,107
tw,"olga1_8",hashtag,2,1687
tw,omardiazg68,aseguradora,2,6
tw,"opi_mongelos",info,2,200
tw,orgbatego,aseguradora,2,53
tw,origin1180,aseguradora,1,337
tw,origin1180,retailer,1,337
tw,oscartigre2017,hashtag,2,187
tw,osdepym,aseguradora,2,336
tw,otalletseba,aseguradora,2,239
tw,paatodemarchi,info,2,132
tw,pablitoguar,info,2,896
tw,pablitus1968,info,2,84
tw,"pablo_pp1",info,2,250
tw,pabloalsur,info,2,83
tw,pabloalvasep,info,2,64
tw,pablobigand,info,2,628
tw,pablofp,info,2,172
tw,pabloporzio,info,2,47
tw,pablovaldezpy,aseguradora,2,1631
tw,pacolari67,info,2,294
tw,"padre_thierry",aseguradora,2,1599
tw,pajaroblue901,hashtag,2,62
tw,pali1971,info,2,920
tw,palimolinas,info,1,369
tw,palimolinas,retailer,1,369
tw,panchoviveros,info,2,142
tw,pascuzzodiego,info,2,32
tw,"pata_2016",info,2,150
tw,patersonssec,hashtag,2,2276
tw,patibu2010,retailer,2,352
tw,patolube,retailer,2,19
tw,patomarischi,info,2,160
tw,pattisonlorena,aseguradora,2,137
tw,patwill64,aseguradora,2,55
tw,paucairoli,info,2,79
tw,"peggys_22",info,2,634
tw,pelopinchoycac2,info,2,14
tw,perezperez1973,hashtag,2,3333
tw,perfumealibro,info,2,1137
tw,petitdai,info,1,95
tw,petitdai,retailer,1,95
tw,pheasesorlegal,hashtag,2,22
tw,piano55100,aseguradora,2,1430
tw,pipegomezb,info,2,175
tw,pjuantorena,info,2,32
tw,"pm_argentina",info,2,733
tw,"pm_hirel",aseguradora,2,110
tw,"poder_brutal",hashtag,2,326
tw,politofernando,info,2,1140
tw,pollymil,info,2,908
tw,poschenker,aseguradora,2,768
tw,"pp_paz",info,2,1810
tw,pricabarre,info,2,382
tw,prodisegur,hashtag,2,74
tw,profemollo,retailer,2,4
tw,prsolana,info,2,171
tw,psolissanchez,hashtag,2,113
tw,psychovicky1,info,2,378
tw,puestotrab,aseguradora,2,30
tw,pulicip,info,1,1838
tw,pulicip,retailer,1,1838
tw,punitnarotomo,hashtag,2,248
tw,pylargr,aseguradora,2,209
tw,quecomparador,hashtag,2,17
tw,raduarte3,aseguradora,2,162
tw,rafiatach1,info,2,601
tw,rainvilb,aseguradora,2,109
tw,rataaas,hashtag,2,7816
tw,"raul__cervantes",info,2,704
tw,raulmpaez,aseguradora,2,113
tw,rdgatti,info,2,36
tw,"reale_seguros",hashtag,2,13315
tw,reconquista2022,aseguradora,2,329
tw,remo80994353,aseguradora,2,81
tw,remuremu0603,hashtag,2,1183
tw,"ricardo_cab_gom",hashtag,2,105
tw,"rit_grndu",hashtag,2,54
tw,riverainoel,hashtag,2,222
tw,rmmiranda73,info,2,506
tw,"ro_boutenet",info,2,119
tw,"rob_omgwtf",hashtag,2,754
tw,"robert_mxm",info,2,79
tw,robertaconsigli,aseguradora,2,720
tw,"roberto_moar",aseguradora,2,200979
tw,rochymax,retailer,2,547
tw,rociarguello,info,2,244
tw,rodders1000,hashtag,2,1522
tw,rodelaplata,info,2,96
tw,rodolforivarola,aseguradora,2,1264
tw,rodrigoagimenez,info,2,352
tw,rogeliogamborra,aseguradora,2,77
tw,rogercmichaud,aseguradora,2,1761
tw,rominakondrati1,aseguradora,2,6
tw,rominatrix,info,2,826
tw,romitaledesma30,info,2,1367
tw,"rosana_1970",retailer,2,61
tw,roxanacastel,info,2,3994
tw,roxybavaro,info,2,684
tw,rtetetetetetete,info,2,50
tw,"ruben_caba",info,2,302
tw,rubenve29362213,retailer,2,7
tw,ruete,aseguradora,1,1180
tw,ruete,hashtag,1,1179
tw,rusosmash,info,2,130
tw,rwcoazen,info,2,27
tw,"ryg_seguros",hashtag,2,51
tw,s2son2on12,hashtag,2,68
tw,sabouringregory,aseguradora,2,1
tw,sabrifields,info,2,271
tw,sabrimanzanares,info,2,208
tw,sabriwagner,info,2,1520
tw,safetysms,info,2,291
tw,salutitreball,info,2,1276
tw,samedevil,info,2,162
tw,"sanchez_pablo_e",aseguradora,2,251
tw,sanezmartinez,info,2,540
tw,sanhidrovo,hashtag,2,536
tw,sanmaski1,info,2,77
tw,santarciero,info,2,490
tw,"santi4_",info,2,321
tw,santiagocadel,retailer,2,188
tw,santiagomgpiat,aseguradora,2,77
tw,"santiaguito_a_z",info,2,411
tw,sarahbustos98,aseguradora,2,15
tw,saramorenopy,aseguradora,2,26785
tw,sarofficer,info,2,1091
tw,satindollweb,hashtag,2,1190
tw,savala72,hashtag,2,114
tw,sddesb,aseguradora,2,158
tw,seb2it,info,2,73
tw,seba34arg,info,2,30
tw,sebafenix75,info,2,226
tw,sebavidal18,info,2,113
tw,"sebii_87",info,2,573
tw,seccionnorte,info,2,3807
tw,segunlamun,info,2,251
tw,segureando,aseguradora,1,5
tw,segureando,info,1,5
tw,seguridadpsa,info,2,18078
tw,"seguros_ar",aseguradora,1,78
tw,"seguros_ar",info,1,78
tw,"seguros_mg",aseguradora,1,2
tw,"seguros_mg",info,1,2
tw,segurosgaete,hashtag,1,85
tw,segurosgaete,info,1,85
tw,segurturistica,hashtag,2,336
tw,serginhogrondo,info,2,66
tw,sextiano87,info,2,440
tw,"sherezade_eva",info,2,105
tw,"shillito_ray",hashtag,2,590
tw,"shishu_zafiro",info,2,34
tw,"shubham_hajbe",hashtag,2,107
tw,siete79,info,2,612
tw,silviatorresc,info,2,9298
tw,silvinaalley,info,1,291
tw,silvinaalley,retailer,1,291
tw,silvitaviajera,info,2,3208
tw,simpleyclaro22,info,2,12
tw,skandaya,aseguradora,2,848
tw,slessard2018,aseguradora,2,387
tw,slpapideboca,aseguradora,2,2321
tw,"sofi_eve",retailer,2,230
tw,sofiaagostina,info,2,263
tw,"sola_santi",info,2,95
tw,solcito912,info,2,86
tw,solemiguel,info,2,34
tw,soleperrone,info,2,270
tw,sonilik,info,2,301
tw,sophiejoyat,hashtag,2,393
tw,sosuperfreak,info,2,348
tw,"soy_sabri",info,2,266
tw,soydmn,retailer,2,208
tw,soyelluifa,retailer,2,6
tw,soygipiyque,info,2,161
tw,soyladyjane,info,2,543
tw,soyleon1962,aseguradora,1,2605
tw,soyleon1962,hashtag,1,2605
tw,spencerpfreeman,hashtag,2,12
tw,spotterscordoba,info,2,3504
tw,ssamanta18,hashtag,2,776
tw,"ssn___men",hashtag,2,221
tw,"ssn_samer",hashtag,2,779
tw,"stake_stack",hashtag,2,719
tw,stellasarille,retailer,2,9
tw,stukys,info,2,108
tw,subterfugia,info,2,3073
tw,sunnydeas,info,2,615
tw,susanaelizalde2,retailer,2,66
tw,"suzanne_roig",hashtag,2,2441
tw,swapnilnarang,hashtag,2,1009
tw,tamoviajando,info,2,117
tw,tanapujals,info,2,812
tw,tatoantonione,aseguradora,2,6942
tw,tattuloca,info,2,8
tw,telesphoreteta,aseguradora,2,189
tw,tempe1978,aseguradora,2,4
tw,thenewvalentino,info,2,84
tw,therealhacha,info,2,74
tw,tibur,info,2,927
tw,tiesto03,hashtag,2,139
tw,tinchoescobes,info,2,564
tw,tincholns,info,2,289
tw,tipraton,info,2,7
tw,tocumenaero,hashtag,2,18416
tw,tolygirl,retailer,2,194
tw,tomca50,hashtag,2,566
tw,tomifurini,info,2,422
tw,tomiluchettiok,info,2,536
tw,tomyagas,info,2,38
tw,topomosso,info,2,769
tw,tordosoy,info,2,82
tw,tradecharting,hashtag,2,3099
tw,travelsebas,hashtag,2,36
tw,tuapart,info,2,207
tw,turrasaulo,hashtag,2,87
tw,tutemdp,aseguradora,2,150
tw,twitlertwit,hashtag,2,10701
tw,unhotelero,info,2,420
tw,unidosxvnzla1,hashtag,2,56
tw,uraymiurayd,hashtag,2,479
tw,urgenciaschile,hashtag,2,11293
tw,urieldsimmon,info,2,612
tw,usatrace,hashtag,2,210
tw,vaferreiros,retailer,2,250
tw,vajay0341,hashtag,2,55
tw,valbob94,aseguradora,2,792
tw,valelaico,info,2,91
tw,"valencia_yhoali",hashtag,2,699
tw,valeriatepli,info,2,141
tw,vanesamiramon,info,2,126
tw,vanicarmona7,retailer,2,105
tw,vaninosa,info,2,939
tw,vascogomez,aseguradora,2,59
tw,vazquezdelia,info,2,518
tw,veerdun,info,2,103485
tw,vemilos,info,2,121
tw,vericatholici,aseguradora,2,2009
tw,verospot,retailer,2,114
tw,vhb65,info,2,25
tw,viajacontodo23,info,1,307
tw,viajacontodo23,retailer,1,307
tw,viajandoxln,info,2,373
tw,viajarysumar,info,2,61
tw,viajeropanda,info,2,281
tw,vickyhirmas,info,2,179
tw,vickypuye,info,2,100
tw,vickyulf,info,2,6217
tw,victorproto,info,1,207
tw,victorproto,retailer,1,207
tw,vidaypension,info,2,304
tw,vilmaroman50,aseguradora,1,1541
tw,vilmaroman50,hashtag,1,1541
tw,virdelvillano,info,2,290
tw,"vito_jaime",info,2,17
tw,vivalaposta,retailer,2,9
tw,"vj_virinzy",hashtag,2,1084
tw,walmmed,aseguradora,1,97
tw,walmmed,info,1,96
tw,walter18031,retailer,2,61
tw,wandamalbec2016,info,2,352
tw,waparadio,hashtag,2,80648
tw,warmicha8,aseguradora,2,236
tw,washing28694869,hashtag,2,12
tw,wedietitians,hashtag,2,2272
tw,"wellington_duke",info,2,344
tw,wenc2,info,2,704
tw,willygrossman,aseguradora,2,1480
tw,wsyasociados,info,2,26
tw,"xime_rr",info,2,1499
tw,xyborg,info,2,4057
tw,yessfr,retailer,2,587
tw,yiyokosushi,info,2,6
tw,yordingallardo,aseguradora,2,112
tw,yvesanchezphoto,hashtag,2,43
tw,zheperr,info,2,353
tw,000salvatore,aseguradora,1,302
tw,00akako00,hashtag,1,198
tw,00b922be14374d2,hashtag,1,2149
tw,0156edgarmedina,aseguradora,1,265
tw,0208naoto,hashtag,1,284
tw,02bii,aseguradora,1,549
tw,02cents0,hashtag,1,1655
tw,0370407d4e094bb,hashtag,1,1021
tw,100dequeso,retailer,1,1085
tw,100thorn,aseguradora,1,796
tw,10alexsantillan,hashtag,1,83
tw,10ananogueira,aseguradora,1,49
tw,112224nmm,hashtag,1,621
tw,123arbogasto,hashtag,1,4398
tw,123seguro,info,1,2881
tw,12b5c416f8e5408,aseguradora,1,2165
tw,12freddydavid,aseguradora,1,83
tw,12victoraljo,aseguradora,1,3510
tw,13emanuelleon,hashtag,1,624
tw,13gano,aseguradora,1,114
tw,1490csebwbe,aseguradora,1,68
tw,17tucola,hashtag,1,1537
tw,1800karo,aseguradora,1,1595
tw,18cobos,hashtag,1,464
tw,"1964_panzer",aseguradora,1,3098
tw,1981jw,info,1,34
tw,1982drd,aseguradora,1,770
tw,1990angie27,retailer,1,117
tw,19bruu,aseguradora,1,25
tw,1a31551c566e43d,hashtag,1,158
tw,1agentedeviajes,info,1,73
tw,1maninparis,aseguradora,1,279
tw,2010arita,info,1,53
tw,2016mariano2016,aseguradora,1,1
tw,"20_pereira10",aseguradora,1,482
tw,20rueducirque,aseguradora,1,5476
tw,212gabriel,info,1,156
tw,229people,aseguradora,1,10030
tw,"23_4loyd",hashtag,1,1811
tw,23isaaclee,hashtag,1,187
tw,24cacheporsiem1,hashtag,1,3
tw,25anosdepaz,hashtag,1,83
tw,2610nitesh,hashtag,1,1
tw,263chat,hashtag,1,333510
tw,26martapacheco,aseguradora,1,108
tw,27r01,info,1,146
tw,2ez28u,hashtag,1,2871
tw,2kingnancy,info,1,8
tw,2mazarine,aseguradora,1,401
tw,2ndquartcentury,hashtag,1,451
tw,2tylene,aseguradora,1,142
tw,"30marcos_",info,1,236
tw,3208elifar,aseguradora,1,317
tw,320fd0845747428,hashtag,1,27
tw,33glarry,hashtag,1,221
tw,"34_gmc",info,1,7
tw,368yoshi,info,1,12
tw,398rakugaki,hashtag,1,10
tw,434oscar,hashtag,1,5951
tw,459lshdzgiwezfj,aseguradora,1,1228
tw,"4_kiku",hashtag,1,238
tw,"4e_tina",hashtag,1,701
tw,4ernieg,aseguradora,1,29
tw,"4lvo_",hashtag,1,1389
tw,4m4028,info,1,303
tw,4realluuv,aseguradora,1,485
tw,55biia,aseguradora,1,130
tw,57oropeza,hashtag,1,37
tw,5diaspy,hashtag,1,103077
tw,5seis,aseguradora,1,1022
tw,604stever,hashtag,1,113
tw,61pablopueblo,hashtag,1,119
tw,6373sonia,hashtag,1,208
tw,67uncle,info,1,913
tw,69vanessa6969,aseguradora,1,405
tw,6stark,hashtag,1,393
tw,74tommo,hashtag,1,621
tw,"76_karate",info,1,55
tw,777appocalypse,aseguradora,1,2049
tw,7limas7,aseguradora,1,4
tw,7occam,hashtag,1,513
tw,81112daisuki,hashtag,1,108
tw,"85_ocampo",hashtag,1,5696
tw,92catholique,aseguradora,1,3554
tw,96toscanook,info,1,816
tw,9kamikaze,aseguradora,1,237
tw,"_0marisinha0_",aseguradora,1,59
tw,"_1bigyoung",hashtag,1,34
tw,"_23sergio",hashtag,1,621
tw,"_3sfiap16_",aseguradora,1,248
tw,"_7_ssn",hashtag,1,299
tw,"____anarita____",aseguradora,1,152
tw,"__acbs__",aseguradora,1,190
tw,"__beaa___",aseguradora,1,61
tw,"__bruna_sofia",aseguradora,1,43
tw,"__caldas_",aseguradora,1,47
tw,"__calito__",retailer,1,398
tw,"__catarinasousa",aseguradora,1,501
tw,"__franck29__",aseguradora,1,222
tw,"__fufy",aseguradora,1,1444
tw,"__iolanda_",aseguradora,1,496
tw,"__mafs__",aseguradora,1,261
tw,"__mians__",aseguradora,1,71
tw,"__nnatu",info,1,163
tw,"__rapr__",aseguradora,1,45
tw,"__ruchissy",hashtag,1,239
tw,"__saraas___",aseguradora,1,687
tw,"_aeri06",aseguradora,1,33
tw,"_agressiva_",aseguradora,1,230
tw,"_agussabadella",info,1,304
tw,"_ahmvd",hashtag,1,3301
tw,"_alfie_10",hashtag,1,41
tw,"_aliciarfrosa_",aseguradora,1,1204
tw,"_anelisearaujo_",aseguradora,1,437
tw,"_artvandelay",aseguradora,1,1521
tw,"_atrezzo_",hashtag,1,1414
tw,"_be_alone__",aseguradora,1,30
tw,"_be_witched_",aseguradora,1,104
tw,"_bea_6",aseguradora,1,34
tw,"_beatriiz___",aseguradora,1,314
tw,"_beatrizsantos3",aseguradora,1,59
tw,"_bftlc_",aseguradora,1,416
tw,"_biibas",aseguradora,1,452
tw,"_c_eline_",aseguradora,1,27
tw,"_carolinabd",aseguradora,1,222
tw,"_carolinexx_",aseguradora,1,255
tw,"_castrulio",aseguradora,1,9987
tw,"_catanzarook",retailer,1,2
tw,"_ccarolinaa_",aseguradora,1,522
tw,"_ccsr_",aseguradora,1,283
tw,"_cpv23_",aseguradora,1,45
tw,"_daniela30_",aseguradora,1,248
tw,"_daniielaac_",aseguradora,1,30
tw,"_dany_bessa_",aseguradora,1,233
tw,"_diana_matias_",aseguradora,1,78
tw,"_djsilver_",hashtag,1,419
tw,"_donuts_09",aseguradora,1,234
tw,"_flordiazz_",retailer,1,396
tw,"_gmp_",aseguradora,1,168
tw,"_gnoli",info,1,7226
tw,"_gracemartinez",aseguradora,1,157
tw,"_guacamala",info,1,26
tw,"_hildamas",hashtag,1,1708
tw,"_imleonor_",aseguradora,1,57
tw,"_ines04__",aseguradora,1,34
tw,"_inesassuncao_",aseguradora,1,152
tw,"_inesds_",aseguradora,1,63
tw,"_inesmotaa_",aseguradora,1,236
tw,"_isamferraz",aseguradora,1,315
tw,"_javifernandez",info,1,86
tw,"_jcastellano",hashtag,1,551
tw,"_jen_",retailer,1,76
tw,"_jjaym",hashtag,1,167
tw,"_joanaviveiros_",aseguradora,1,251
tw,"_jscdx",aseguradora,1,993
tw,"_juulian_",info,1,243
tw,"_kittycabs",hashtag,1,964
tw,"_laaraa_2",aseguradora,1,70
tw,"_leilape",retailer,1,2839
tw,"_leocuevas",info,1,192
tw,"_leonelmoreno_",info,1,142
tw,"_liz_bennet",retailer,1,260
tw,"_lovevishal",hashtag,1,251
tw,"_luisacacador",aseguradora,1,99
tw,"_luuuaanaa_",aseguradora,1,203
tw,"_mafaldamaia_",aseguradora,1,420
tw,"_margarida_23_",aseguradora,1,217
tw,"_margaridaritaa",aseguradora,1,488
tw,"_margaridatm_",aseguradora,1,57
tw,"_margariiida_",aseguradora,1,1184
tw,"_maria_dantas_",aseguradora,1,1927
tw,"_mariabvg11",aseguradora,1,98
tw,"_marialeonor_",aseguradora,1,545
tw,"_marianaaa2705",aseguradora,1,77
tw,"_marianocas_",aseguradora,1,412
tw,"_mariar_18",aseguradora,1,547
tw,"_marinaandrea",info,1,16
tw,"_martiiiin_",hashtag,1,38
tw,"_masumi_222",aseguradora,1,6511
tw,"_menahope",hashtag,1,984
tw,"_merlin_pinpin_",aseguradora,1,75
tw,"_micass13",aseguradora,1,363
tw,"_miss__lg",aseguradora,1,52
tw,"_mjan",info,1,528
tw,"_mosesv25",hashtag,1,357
tw,"_mr2004",aseguradora,1,516
tw,"_mr_moh",hashtag,1,1211
tw,"_munene_kariuki",hashtag,1,12884
tw,"_mw_sm_0615",hashtag,1,13
tw,"_nadinesilva_",aseguradora,1,336
tw,"_opusbrain",aseguradora,1,707
tw,"_p1p4",aseguradora,1,828
tw,"_pattyy_36",aseguradora,1,53
tw,"_phungs",hashtag,1,632
tw,"_pipa20",aseguradora,1,77
tw,"_rafspagain_",aseguradora,1,31
tw,"_robertogil",hashtag,1,65
tw,"_rodrigoddsilva",aseguradora,1,63
tw,"_roohb",info,1,457
tw,"_rosabrava",aseguradora,1,3453
tw,"_sapient_",hashtag,1,715
tw,"_satanita_",aseguradora,1,1381
tw,"_scarletpm",hashtag,1,437
tw,"_sisi_00",aseguradora,1,98
tw,"_sofiasantoss_",aseguradora,1,85
tw,"_sonofthewind",hashtag,1,5692
tw,"_susii___",aseguradora,1,118
tw,"_taveiraa_",aseguradora,1,310
tw,"_thomthomas",info,1,1302
tw,"_tichy",info,1,88
tw,"_tommy_santana_",info,1,144
tw,"_tua_prima_",aseguradora,1,18
tw,"_vinke",info,1,462
tw,"_xdsdx_",aseguradora,1,1294
tw,"_yaraafs",aseguradora,1,546
tw,"_zac01",hashtag,1,126
tw,"_zlurdes",info,1,135
tw,a1001p,hashtag,1,53
tw,"a_amdds_",aseguradora,1,296
tw,"a_anozes",aseguradora,1,191
tw,"a_anselmoo__",aseguradora,1,185
tw,"a_barbiee_",aseguradora,1,255
tw,"a_c_r_i",aseguradora,1,42
tw,"a_catarina18",aseguradora,1,81
tw,"a_cubana",aseguradora,1,578
tw,"a_e_ohiggins",hashtag,1,25879
tw,"a_friorenta",aseguradora,1,477
tw,"a_sofia__",aseguradora,1,80
tw,"a_urizio",info,1,321
tw,"a_valduz",hashtag,1,359
