target,ssnn,vertical,weight
alzuhira,tw,aseguradora,1
am15g15,tw,aseguradora,1
"ama_teenangels",tw,info,1
"ama_yatevale",tw,hashtag,1
amafuerte1,tw,aseguradora,1
"amal_thekender",tw,hashtag,1
amaliabe,tw,retailer,1
amaliatp,tw,info,1
amandavidalg,tw,aseguradora,1
"amanndapenhaa_",tw,aseguradora,1
amaramiau,tw,hashtag,1
"amaria_ramos",tw,aseguradora,1
amariedussault,tw,aseguradora,1
amarineda,tw,aseguradora,1
amarreirvivir,tw,info,1
"amazing_grace_v",tw,hashtag,1
amazingino,tw,info,1
ambaar26,tw,retailer,1
ameganmao,tw,aseguradora,1
ameghinocarlota,tw,info,1
ameliemelo30,tw,aseguradora,1
"ameyatzin_h",tw,hashtag,1
amifera,tw,aseguradora,1
amijodoin,tw,aseguradora,1
amilcarroca5,tw,info,1
amilcarryumeko,tw,aseguradora,1
amitdynemor,tw,aseguradora,1
amitechauri,tw,hashtag,1
ammaliving,tw,info,1
ammeamreh,tw,hashtag,1
"amo_dengaz",tw,aseguradora,1
"amo_la_bibbia",tw,aseguradora,1
amod999,tw,hashtag,1
amoralarte02,tw,aseguradora,1
amorenadoslb,tw,aseguradora,1
amorporaguiar,tw,hashtag,1
amsiqui,tw,aseguradora,1
amyboy32,tw,hashtag,1
amylxii,tw,hashtag,1
amzirivera,tw,hashtag,1
an67raf,tw,hashtag,1
ana36184175,tw,info,1
"ana_brit01",tw,aseguradora,1
"ana_britto",tw,hashtag,1
"ana_castro3101",tw,aseguradora,1
"ana_couto_09",tw,aseguradora,1
"ana_imrodrigues",tw,aseguradora,1
"ana_lucas_",tw,aseguradora,1
"ana_matos1505",tw,aseguradora,1
"ana_pereira_18",tw,aseguradora,1
"ana_yukito",tw,aseguradora,1
"anaa_alves29",tw,aseguradora,1
"anaaa_filipa_",tw,aseguradora,1
anaabeatrizz99,tw,aseguradora,1
anaacarvalho26,tw,aseguradora,1
anaacbb,tw,aseguradora,1
anaafonso99,tw,aseguradora,1
anaanaavi,tw,info,1
anaaninhas51,tw,aseguradora,1
anaaribeiroxdd,tw,aseguradora,1
anaaritaamendes,tw,aseguradora,1
anabela56628580,tw,aseguradora,1
anabelaro,tw,info,1
anabelnprez3,tw,hashtag,1
anabsurdnotion,tw,info,1
anacastillol,tw,info,1
anacataluna99,tw,aseguradora,1
anacatarinagar2,tw,aseguradora,1
anaclaudiapf18,tw,aseguradora,1
anacoves2805,tw,hashtag,1
anacristinamass,tw,aseguradora,1
"anacsilvaa__",tw,aseguradora,1
anactasocios,tw,info,1
anadias1276,tw,aseguradora,1
anadob29,tw,retailer,1
anadulc32824125,tw,aseguradora,1
anaenviaje,tw,info,1
anafrancisa15,tw,aseguradora,1
anagabr87083007,tw,aseguradora,1
anaganseguros,tw,hashtag,1
anaglagio,tw,aseguradora,1
anagomes1906,tw,aseguradora,1
anagonz12314787,tw,aseguradora,1
anah1900,tw,info,1
anahilondero,tw,info,1
anahipc73,tw,info,1
anairamjrtl,tw,aseguradora,1
anajurador,tw,hashtag,1
analaurafontana,tw,info,1
analiatomas,tw,info,1
analsventura,tw,aseguradora,1
analuzcarolari1,tw,aseguradora,1
"anama_bet",tw,hashtag,1
anamari29307283,tw,info,1
anamarinoc,tw,aseguradora,1
anamartins20011,tw,aseguradora,1
anamartins2002,tw,aseguradora,1
anamoreiraa7,tw,aseguradora,1
anan2hirodayo,tw,hashtag,1
"anan_050",tw,aseguradora,1
ananhanadayo,tw,hashtag,1
"ananmikiko_ks",tw,hashtag,1
anapeiro19,tw,hashtag,1
anaponcea,tw,hashtag,1
anaporcel,tw,info,1
anarbsilva01,tw,aseguradora,1
anarita195,tw,aseguradora,1
anarita64137678,tw,aseguradora,1
anarita6996,tw,aseguradora,1
anaritapestana1,tw,aseguradora,1
anarodriguesaf,tw,aseguradora,1
anarosamoncada1,tw,hashtag,1
anasilv15860108,tw,aseguradora,1
anasilvadm,tw,aseguradora,1
anasofiasousa21,tw,aseguradora,1
anasofiia06,tw,aseguradora,1
anasofsmarques,tw,aseguradora,1
anastjerne,tw,info,1
anateixeira274,tw,aseguradora,1
anavamm1,tw,hashtag,1
anavas4,tw,hashtag,1
anayasa1,tw,aseguradora,1
ancard23,tw,hashtag,1
"ancave_lebrija",tw,hashtag,1
ancrisa,tw,hashtag,1
andaregoncalve,tw,aseguradora,1
andavila197926,tw,hashtag,1
anden4,tw,info,1
andergayamor,tw,aseguradora,1
andespotters,tw,info,1
andiforest95,tw,info,1
andinofederico,tw,info,1
andinotravelec,tw,aseguradora,1
andradedeily,tw,hashtag,1
andrademariaeu1,tw,hashtag,1
andradetixa,tw,aseguradora,1
"andre_bai",tw,info,1
"andrea_cariello",tw,aseguradora,1
"andrea_hynst",tw,retailer,1
"andrea_zacarias",tw,info,1
andreaend,tw,hashtag,1
andreal08653733,tw,hashtag,1
andrealarabts,tw,hashtag,1
andreamscolo,tw,info,1
andrear1968,tw,retailer,1
andrearriola,tw,info,1
andregrades13,tw,aseguradora,1
"andreia_2323",tw,aseguradora,1
andreiaaaaa19,tw,aseguradora,1
andreiaafilipa7,tw,aseguradora,1
andreiacndsousa,tw,aseguradora,1
andreiafilipass,tw,aseguradora,1
andreiajp2000,tw,aseguradora,1
andreiamik,tw,aseguradora,1
andreiammaria,tw,aseguradora,1
andreitalicera,tw,info,1
andrela11,tw,info,1
andrelache,tw,aseguradora,1
andrelove71,tw,info,1
andremaria1004,tw,hashtag,1
andreoliveir00,tw,aseguradora,1
andres08bello,tw,aseguradora,1
"andres_feris",tw,hashtag,1
"andres_jago",tw,hashtag,1
andrescespedes1,tw,aseguradora,1
andrescuervo90,tw,aseguradora,1
andreseponte,tw,info,1
andreseze10,tw,retailer,1
andresgariglio,tw,info,1
andreslavallen,tw,info,1
andresli95,tw,hashtag,1
andresmengoa,tw,info,1
andresol55,tw,info,1
andresquemu,tw,info,1
andresscarlatti,tw,hashtag,1
andrevale100,tw,aseguradora,1
andreya20021,tw,aseguradora,1
andreyw33,tw,hashtag,1
andriaafilipa,tw,aseguradora,1
andronicosuarez,tw,aseguradora,1
andrs19945709,tw,aseguradora,1
"andy_77_",tw,info,1
"andy_pm15",tw,aseguradora,1
andyassenza,tw,info,1
andycilla,tw,info,1
andytwittea,tw,info,1
andyypants,tw,hashtag,1
anea07,tw,info,1
aneivaldi,tw,info,1
angadsandhu,tw,hashtag,1
"ange_rui",tw,info,1
angela5sosrod,tw,aseguradora,1
angelaspatricia,tw,hashtag,1
"angelduran_90",tw,aseguradora,1
angelica9010,tw,hashtag,1
angelicavaneek,tw,hashtag,1
angelo79653031,tw,info,1
angelobagnato,tw,hashtag,1
angelpedgar,tw,hashtag,1
angeltouch69,tw,hashtag,1
anggelromero,tw,aseguradora,1
anghelook,tw,info,1
angi32869972,tw,aseguradora,1
angieacotto,tw,info,1
angulafoto1,tw,hashtag,1
"ani07_",tw,info,1
anianicasavalle,tw,info,1
anibalpachanga5,tw,info,1
anicetoramirez,tw,hashtag,1
aniedfeld,tw,info,1
aniimartinelli,tw,info,1
aniitabenite,tw,aseguradora,1
animaldgalaxia,tw,info,1
"anita_rep",tw,retailer,1
anitabarone11,tw,info,1
anitacasagrande,tw,hashtag,1
anitachehin,tw,aseguradora,1
anitagatti,tw,info,1
anitagonnin,tw,info,1
anitaparodi,tw,info,1
"anitaramos_30",tw,aseguradora,1
"anna_72bis",tw,info,1
annabieberrr21,tw,aseguradora,1
annamariaandalo,tw,aseguradora,1
annapeppers,tw,info,1
"annaxbia_",tw,aseguradora,1
anngimenez,tw,info,1
"annick_chupin",tw,aseguradora,1
"anniecandy__",tw,aseguradora,1
anniecataldo,tw,hashtag,1
annunaki38,tw,hashtag,1
annypls,tw,aseguradora,1
"anonymous_lider",tw,hashtag,1
anonynews111,tw,hashtag,1
anselmoe1,tw,info,1
anselmoramos151,tw,info,1
antisistemacabr,tw,hashtag,1
antitocarbini,tw,info,1
antmiga,tw,hashtag,1
antoallegri,tw,info,1
antocandace,tw,info,1
antoineveilleur,tw,aseguradora,1
antomacchiavell,tw,info,1
antonelistica,tw,retailer,1
"antoniam_r",tw,hashtag,1
antoniaoviedo,tw,info,1
antonimuspain,tw,hashtag,1
antonio2347,tw,hashtag,1
antonio25419772,tw,hashtag,1
antoniorhidalgo,tw,hashtag,1
antonios71,tw,hashtag,1
antonitaishere,tw,info,1
anttinoh,tw,hashtag,1
anttoherrera,tw,info,1
antuaccu,tw,info,1
antuness1893,tw,aseguradora,1
anunaysood,tw,retailer,1
anuragisalone,tw,hashtag,1
anuskapolsky,tw,aseguradora,1
anver08,tw,info,1
aoc111,tw,info,1
aoca98,tw,hashtag,1
aottati07,tw,hashtag,1
"aparisi_vicent",tw,aseguradora,1
apartlabora,tw,info,1
apavs1609,tw,aseguradora,1
apccaserseguros,tw,hashtag,1
apereira2505,tw,aseguradora,1
apidjams,tw,aseguradora,1
"apires_17",tw,aseguradora,1
aplito,tw,hashtag,1
apontaponte,tw,hashtag,1
"appel_lazare",tw,aseguradora,1
appoliange,tw,aseguradora,1
aprocose,tw,hashtag,1
apsabelli,tw,aseguradora,1
aquejazmin,tw,info,1
aqueladatl,tw,aseguradora,1
aquelarrados,tw,info,1
"ar_casan",tw,info,1
"araceli_redal",tw,aseguradora,1
araceliarce15,tw,info,1
aracelis19,tw,hashtag,1
aracely280498,tw,hashtag,1
"aram_dott",tw,info,1
arangosaul,tw,hashtag,1
aratxila,tw,hashtag,1
aravargass,tw,info,1
"arc_coop",tw,hashtag,1
arcechechus,tw,info,1
archiecoria,tw,info,1
archterentius,tw,aseguradora,1
"arcion_org",tw,hashtag,1
"arcsa_cz6",tw,hashtag,1
areliscolme,tw,hashtag,1
arevalojuanrob1,tw,aseguradora,1
argcabruno,tw,info,1
argdeviaje,tw,info,1
argenisgallardo,tw,hashtag,1
argento766,tw,info,1
argentwister,tw,info,1
"ariadna_luz123",tw,hashtag,1
ariamoramos,tw,hashtag,1
ariannapoletti,tw,aseguradora,1
arich717,tw,info,1
aridaddario,tw,info,1
"arie_ssn",tw,hashtag,1
"ariel_basano",tw,info,1
arielbenega,tw,info,1
arielfco8284,tw,info,1
arielgustavo4,tw,info,1
arielro42,tw,aseguradora,1
arielroel,tw,info,1
aries2011956,tw,info,1
arigamor,tw,hashtag,1
arigol1988,tw,aseguradora,1
arileonio,tw,info,1
arisetton,tw,info,1
ariswxdi,tw,hashtag,1
arjemca,tw,aseguradora,1
arlenip,tw,hashtag,1
armaaqueirel,tw,info,1
armagedon191,tw,hashtag,1
armanariel,tw,info,1
armaz61,tw,hashtag,1
armig29,tw,hashtag,1
army70064239,tw,hashtag,1
armyeuphoria95,tw,hashtag,1
arnoldkass89,tw,hashtag,1
arombi,tw,aseguradora,1
arquick,tw,info,1
arrechostoy2,tw,hashtag,1
arrejuancho,tw,hashtag,1
arrunte05,tw,info,1
"arsenal_25",tw,hashtag,1
"arsenal_k0ng",tw,hashtag,1
arsenwitch,tw,hashtag,1
arsmayucss,tw,hashtag,1
arthewayliam,tw,aseguradora,1
arthuromaniac,tw,hashtag,1
articulo83,tw,hashtag,1
artmusicpa,tw,hashtag,1
artomorrowland,tw,info,1
arturoenmiami,tw,hashtag,1
arturojupiter,tw,hashtag,1
artuvv15,tw,hashtag,1
asadacloud,tw,aseguradora,1
asajasevilla,tw,hashtag,1
asanjuanelo,tw,hashtag,1
asapbrut,tw,aseguradora,1
asdrubal1963,tw,aseguradora,1
"asedas_org",tw,hashtag,1
asegurategodoy,tw,hashtag,1
aserioqnaovi,tw,aseguradora,1
asesorfinaciero,tw,info,1
asesoriaarmor,tw,hashtag,1
asfamesval,tw,hashtag,1
ashland33harry,tw,hashtag,1
ashlouwho,tw,hashtag,1
asiesmuydificil,tw,info,1
askamex,tw,hashtag,1
askgerbil,tw,hashtag,1
asmeix,tw,hashtag,1
"asmeval_seguros",tw,hashtag,1
asniathtm,tw,hashtag,1
asolexabogados,tw,hashtag,1
asosnicki,tw,info,1
asrnw,tw,aseguradora,1
assaabloyentes,tw,hashtag,1
"assuncao_isabel",tw,aseguradora,1
assuntalico,tw,aseguradora,1
astrobotica,tw,info,1
astrochnis,tw,aseguradora,1
astroputos,tw,aseguradora,1
astwitt1,tw,info,1
asurdem,tw,aseguradora,1
"atal_lili",tw,aseguradora,1
atgoot,tw,hashtag,1
atj06,tw,hashtag,1
"atlanta_perry",tw,hashtag,1
atodociclonsl,tw,aseguradora,1
atomiclemon,tw,hashtag,1
atrozcon,tw,aseguradora,1
aucapinaalberto,tw,aseguradora,1
audioman1975,tw,hashtag,1
audiomel,tw,info,1
"audrey_nam07",tw,hashtag,1
augelliale,tw,info,1
auguss,tw,info,1
augustogat,tw,info,1
auquincoviajes,tw,info,1
auramarque,tw,hashtag,1
aurarosaj,tw,hashtag,1
auraseguros,tw,hashtag,1
aurayawr,tw,hashtag,1
aurelianaa,tw,info,1
"aurelie_idf",tw,aseguradora,1
auriacus,tw,aseguradora,1
aurinegro1,tw,info,1
aurisanchez55,tw,hashtag,1
autochad,tw,hashtag,1
autolikos1,tw,hashtag,1
autopolitics,tw,info,1
avantecas,tw,aseguradora,1
avarelardila,tw,aseguradora,1
avdit6,tw,aseguradora,1
aveilleur,tw,aseguradora,1
avijitguptaa,tw,hashtag,1
avilesycancio,tw,hashtag,1
"avion_negro",tw,info,1
aviones737,tw,info,1
avognes,tw,aseguradora,1
avra46,tw,hashtag,1
avrinaudo,tw,retailer,1
avsanmarcos,tw,hashtag,1
awolberg,tw,info,1
axarueda,tw,hashtag,1
"axel_rod123",tw,aseguradora,1
"aya_0322_chyh",tw,hashtag,1
ayalanahuel,tw,retailer,1
ayechumg,tw,info,1
ayecolloca,tw,retailer,1
ayelencardozo01,tw,info,1
ayelencarp,tw,info,1
ayelenfeer,tw,hashtag,1
ayiigallego,tw,hashtag,1
aymafusz,tw,retailer,1
aymenbelkacemi1,tw,hashtag,1
ayochapa,tw,info,1
azeved2809,tw,aseguradora,1
azevedomariana3,tw,aseguradora,1
azinomto,tw,aseguradora,1
azizmahadi14,tw,hashtag,1
azulgrana0608,tw,aseguradora,1
azuzanelli,tw,info,1
b38f4c59fafb40f,tw,info,1
b9722a04cd7a4ae,tw,hashtag,1
"b_ca_es_eu",tw,hashtag,1
"b_n_t_97",tw,aseguradora,1
babelgrace,tw,info,1
babics29,tw,aseguradora,1
babiggarcia14,tw,aseguradora,1
"babixa_11",tw,aseguradora,1
babuito,tw,hashtag,1
babybcl,tw,info,1
bacodesign,tw,info,1
baileyrsa,tw,hashtag,1
bala2357,tw,info,1
"balde_do_lixo",tw,aseguradora,1
baldivieso1962,tw,aseguradora,1
baleiaaboiar,tw,aseguradora,1
"bananas_232",tw,aseguradora,1
"banca_y",tw,hashtag,1
bancosyseguros,tw,hashtag,1
"bang_tann7",tw,hashtag,1
bangnctzen,tw,hashtag,1
bangtanmassiel,tw,hashtag,1
"baptista_comp",tw,aseguradora,1
baquerozaritza,tw,hashtag,1
barandaand,tw,hashtag,1
barasa89,tw,hashtag,1
barbara10082004,tw,aseguradora,1
barbaracastroo,tw,aseguradora,1
barbaracostaa18,tw,aseguradora,1
barbaracscunha,tw,aseguradora,1
barbaradu30,tw,aseguradora,1
barbaralnewsome,tw,hashtag,1
barbarasivini1,tw,aseguradora,1
"barbariux_",tw,hashtag,1
"barbyfernandez_",tw,info,1
"barbz_idk",tw,aseguradora,1
barcaeconomics,tw,hashtag,1
barciofabian,tw,info,1
baresqueano,tw,hashtag,1
barmagal77,tw,hashtag,1
baronseguros,tw,hashtag,1
barouf2,tw,aseguradora,1
barrabas81,tw,aseguradora,1
"barricada_azul1",tw,hashtag,1
barucor,tw,hashtag,1
baseball1960s,tw,aseguradora,1
bassxmarco,tw,hashtag,1
bastbrushie,tw,hashtag,1
"bastian_ver",tw,hashtag,1
"bastos_erica01",tw,aseguradora,1
bat2803,tw,aseguradora,1
batelierhouse,tw,aseguradora,1
batesmal,tw,aseguradora,1
battagliaariel,tw,info,1
batyluco,tw,info,1
batyzan,tw,info,1
"bauti_lv",tw,info,1
bautigallo,tw,info,1
"baza_dq",tw,aseguradora,1
bazapf,tw,aseguradora,1
"bbeatriz_03",tw,aseguradora,1
bbrbroker,tw,aseguradora,1
bbvaresponde,tw,hashtag,1
"bc_lufc",tw,hashtag,1
bcaceres80,tw,aseguradora,1
bcardoso447,tw,aseguradora,1
bcarter187,tw,hashtag,1
bdlmotte,tw,aseguradora,1
bea00227,tw,aseguradora,1
bea212411,tw,aseguradora,1
"bea__lourenco",tw,aseguradora,1
"bea__martins",tw,aseguradora,1
"bea_lbr",tw,aseguradora,1
beabobrasta,tw,aseguradora,1
beaelizundia1,tw,hashtag,1
beafranco04,tw,aseguradora,1
beaniedancer,tw,hashtag,1
beatricechirife,tw,aseguradora,1
"beatriz03__",tw,aseguradora,1
beatriz21028639,tw,aseguradora,1
beatriz60827063,tw,aseguradora,1
"beatriz_0600",tw,aseguradora,1
"beatrizc16_",tw,aseguradora,1
"beatrizcosta_20",tw,aseguradora,1
beatrizcozzi,tw,info,1
beatrizgleonor,tw,aseguradora,1
beatrizjgarcia3,tw,aseguradora,1
beatrizm6969,tw,aseguradora,1
beatrizmjacob,tw,aseguradora,1
beatrizpais17,tw,aseguradora,1
beatrizpinhoooo,tw,aseguradora,1
beatrizvos,tw,retailer,1
beauchampdiane,tw,aseguradora,1
beavargas26,tw,hashtag,1
beavenancio25,tw,aseguradora,1
beaxltz,tw,aseguradora,1
bebosandoval1,tw,hashtag,1
becerragonzalo,tw,info,1
"bech_normand",tw,hashtag,1
beckylschroeder,tw,hashtag,1
beel938,tw,retailer,1
"bego_paredes",tw,hashtag,1
bekan222,tw,hashtag,1
belandrialara,tw,hashtag,1
"belaranda_",tw,info,1
belenforte,tw,info,1
belenllamedo,tw,aseguradora,1
belenseia,tw,info,1
belhymuneca,tw,hashtag,1
belieberuhl,tw,hashtag,1
belisariopolis,tw,info,1
beljblove,tw,retailer,1
belkismiranda12,tw,hashtag,1
belkisolmos,tw,hashtag,1
belkissisiruca,tw,hashtag,1
bellaclaretc,tw,hashtag,1
bellaquimey,tw,info,1
bellimingo,tw,info,1
beludoce,tw,info,1
beluganiete,tw,info,1
belulindner,tw,info,1
belvegablanco,tw,hashtag,1
"bem_belou",tw,retailer,1
"ben_cuit",tw,hashtag,1
benalmadenagolf,tw,hashtag,1
bendicionespais,tw,hashtag,1
benedettofer,tw,info,1
benedicte123a,tw,aseguradora,1
benedictejacq,tw,aseguradora,1
benignodelvall2,tw,aseguradora,1
"benin_retweet",tw,aseguradora,1
"benja_r_n",tw,info,1
"benjamin_leduc_",tw,aseguradora,1
"benjamin_masua",tw,aseguradora,1
benjamincedano,tw,hashtag,1
benjasanguinook,tw,aseguradora,1
benji578,tw,hashtag,1
benlechialeux,tw,aseguradora,1
bennemiguel,tw,aseguradora,1
beo22,tw,info,1
berardpatrice,tw,aseguradora,1
berdasco88,tw,hashtag,1
berlich,tw,retailer,1
berlinaleph,tw,info,1
bernaaas420,tw,aseguradora,1
"berni_2833",tw,hashtag,1
bernnardess,tw,aseguradora,1
berrysundae,tw,info,1
"berserken_",tw,hashtag,1
bertchat1,tw,aseguradora,1
bertolelucas,tw,info,1
besocialedu,tw,hashtag,1
bessoynwa,tw,hashtag,1
bestokunharo,tw,hashtag,1
betansa,tw,hashtag,1
betcrishispano,tw,aseguradora,1
betoooo14,tw,hashtag,1
betsyra13896593,tw,hashtag,1
bettus1423,tw,info,1
bettymoreira14,tw,hashtag,1
bettypolanco7,tw,aseguradora,1
bettyzperezj,tw,hashtag,1
bevaquanico,tw,aseguradora,1
bflexmx,tw,hashtag,1
bganino,tw,aseguradora,1
bgdaddylan,tw,aseguradora,1
"bia_blue_moon",tw,aseguradora,1
"bia_santos_26_",tw,aseguradora,1
"bia_silva_6",tw,aseguradora,1
biabarros01,tw,aseguradora,1
biacarvalho824,tw,aseguradora,1
biacolaco10,tw,aseguradora,1
biacorreiaanac1,tw,aseguradora,1
biagnv,tw,aseguradora,1
biancaa0000,tw,aseguradora,1
biancamfuso,tw,aseguradora,1
bianchipablo2,tw,info,1
biapanda4,tw,aseguradora,1
"biav_pereira",tw,aseguradora,1
"bibas_23",tw,aseguradora,1
bibicamposarg,tw,info,1
bichoverde4,tw,info,1
bicilineal,tw,hashtag,1
bidotmorell,tw,hashtag,1
bidsfaines,tw,aseguradora,1
bieberdahiana,tw,retailer,1
bigef23,tw,aseguradora,1
biggestnoobeuw,tw,aseguradora,1
biiadcpereira,tw,aseguradora,1
biiianca2000,tw,aseguradora,1
bikertotal,tw,hashtag,1
bilbaina27,tw,hashtag,1
billones1975,tw,hashtag,1
billysheards,tw,aseguradora,1
"biocas_ferreira",tw,aseguradora,1
biocorsario,tw,hashtag,1
biodalcontrol,tw,hashtag,1
bisarinimaurice,tw,hashtag,1
bitsofsport,tw,hashtag,1
biznike77,tw,aseguradora,1
bjholysee,tw,aseguradora,1
"bl_cande",tw,info,1
blackleybluebb,tw,hashtag,1
bladimirospina1,tw,aseguradora,1
blag2,tw,hashtag,1
blajeunesse,tw,aseguradora,1
blancagtm,tw,aseguradora,1
blandinhugonnet,tw,aseguradora,1
blasnavara,tw,aseguradora,1
bleuminette,tw,info,1
blmpereiraa,tw,aseguradora,1
blog4mejores,tw,hashtag,1
blogdestina2,tw,info,1
blogmrkitos,tw,info,1
blondenevadan,tw,hashtag,1
blondeninsha,tw,info,1
bloodylongwalk,tw,hashtag,1
"blue_eyeshng",tw,aseguradora,1
bluemarioc,tw,aseguradora,1
blueskies366,tw,aseguradora,1
blueturismo,tw,aseguradora,1
"blythe_club",tw,hashtag,1
bmiranda1980,tw,aseguradora,1
bmwthor,tw,hashtag,1
bobby4me,tw,hashtag,1
bobindavid,tw,aseguradora,1
bobzebob,tw,aseguradora,1
bogaraptor,tw,aseguradora,1
bohgraciela,tw,hashtag,1
bolachasaopoder,tw,aseguradora,1
bolud444,tw,aseguradora,1
bomberaloca,tw,retailer,1
bonaria58,tw,aseguradora,1
bongisiphoduba,tw,hashtag,1
bonitobox76,tw,info,1
bonjourbel,tw,aseguradora,1
bonniemcee,tw,hashtag,1
bonvoyagecdmx,tw,hashtag,1
booleancorp,tw,info,1
boookloover,tw,info,1
borealbrokers,tw,aseguradora,1
"boris_payares",tw,aseguradora,1
borjamontero13,tw,hashtag,1
bormonde,tw,aseguradora,1
borquezrosario,tw,hashtag,1
borrntokill,tw,hashtag,1
boshtero,tw,info,1
bossnabykeita,tw,hashtag,1
botapaadormir,tw,aseguradora,1
botasdemontana,tw,hashtag,1
"bottleswithyou_",tw,hashtag,1
boubacarmamman,tw,hashtag,1
boukarif,tw,aseguradora,1
bowiecomidas,tw,info,1
"br1_isasi",tw,aseguradora,1
bradbradsweet,tw,aseguradora,1
"brainbow_",tw,hashtag,1
braintrustcs,tw,hashtag,1
brancoo18,tw,aseguradora,1
"brandon_cityyy",tw,hashtag,1
brandonsenior15,tw,hashtag,1
brany69,tw,hashtag,1
brasttx,tw,aseguradora,1
"bravo_krlos",tw,hashtag,1
bravomar28,tw,hashtag,1
brazaof00,tw,aseguradora,1
brbarasofia17,tw,aseguradora,1
breenrc,tw,retailer,1
breezyjay13,tw,hashtag,1
breiti3,tw,retailer,1
breizh2008,tw,aseguradora,1
brendanmalone8,tw,hashtag,1
brianjalkh,tw,retailer,1
brianjosue424,tw,hashtag,1
brianmoylan4,tw,hashtag,1
briansrur,tw,info,1
"bridgestone_h",tw,hashtag,1
brigittellinare,tw,aseguradora,1
brisabatti,tw,aseguradora,1
britow69,tw,hashtag,1
brsts8,tw,aseguradora,1
bruceatkinson17,tw,hashtag,1
brucegaravito,tw,aseguradora,1
bruna23daniela,tw,aseguradora,1
bruna64544245,tw,aseguradora,1
"bruna_1323",tw,aseguradora,1
"bruna_bubu1234",tw,aseguradora,1
"bruna_gigante",tw,aseguradora,1
brunafi08135179,tw,aseguradora,1
brunaje10719645,tw,aseguradora,1
brunar99823052,tw,aseguradora,1
"brunelli_hugo",tw,info,1
"bruno_bqueiroz1",tw,hashtag,1
brunoblanco1310,tw,info,1
brunokhalil1,tw,aseguradora,1
brunol66,tw,aseguradora,1
brunomenswear,tw,info,1
brunoomc16,tw,info,1
"brunoskas__",tw,aseguradora,1
brunovespe,tw,retailer,1
brunssm,tw,aseguradora,1
bryanhinojosa81,tw,aseguradora,1
bryantrafael1,tw,hashtag,1
bsivika,tw,aseguradora,1
bsmsports14,tw,hashtag,1
bteixeira36,tw,aseguradora,1
"bts_areparadise",tw,hashtag,1
btscarstairs,tw,aseguradora,1
btsjmjk69,tw,hashtag,1
btsmagri,tw,hashtag,1
btstusjefesitos,tw,hashtag,1
bufonn69,tw,retailer,1
buh1627,tw,aseguradora,1
"bull_buy",tw,retailer,1
bunchofdetails,tw,info,1
buque09,tw,hashtag,1
burburecargadas,tw,retailer,1
burgerlifeblog,tw,info,1
burningstandard,tw,aseguradora,1
burton390,tw,hashtag,1
busanmon,tw,hashtag,1
buscatuviaje,tw,info,1
"but_crackeds",tw,aseguradora,1
butterlyblue51,tw,hashtag,1
bvbdarklover,tw,aseguradora,1
bymariotimee,tw,aseguradora,1
bynakel,tw,hashtag,1
byvtdm,tw,info,1
"c_leguizamon",tw,info,1
"c_sevenn",tw,aseguradora,1
"c_yoonje_0625",tw,hashtag,1
ca7b13debbec495,tw,hashtag,1
caamisuri,tw,retailer,1
caarlosgomezz,tw,hashtag,1
cabrera7902,tw,aseguradora,1
cabrera828,tw,hashtag,1
caceressa1,tw,info,1
cacerito97,tw,aseguradora,1
cachopertuso,tw,info,1
"cachorro_47",tw,hashtag,1
cadenasoctavio,tw,hashtag,1
cadrian997,tw,hashtag,1
caesarferrario,tw,info,1
cagalitralboy,tw,hashtag,1
cahellebuyck,tw,hashtag,1
caia2k,tw,info,1
caimmann,tw,info,1
caipaladarnegro,tw,info,1
cala,tw,aseguradora,1
calderaedgarftg,tw,hashtag,1
calebsowah,tw,hashtag,1
"call_me_hood",tw,aseguradora,1
callelavalle,tw,info,1
"cam_peti",tw,info,1
camachoolivia45,tw,hashtag,1
camaracasanova,tw,aseguradora,1
camaradeljuguet,tw,aseguradora,1
camarapr,tw,hashtag,1
camidiez,tw,info,1
camiimontilla,tw,retailer,1
camila10012782,tw,hashtag,1
camilaa0906,tw,aseguradora,1
"camilaa_0517",tw,aseguradora,1
camilafeatgrier,tw,info,1
camilagonzlezf2,tw,hashtag,1
camilamojavik,tw,info,1
camilaramoa6,tw,info,1
camilaruizq,tw,info,1
camilfranzoni,tw,info,1
camilopelaezs,tw,aseguradora,1
camimonzon,tw,info,1
"caminante_13",tw,info,1
camionargentino,tw,info,1
camiondirecto,tw,hashtag,1
camloandrs,tw,aseguradora,1
"cammi_albornoz",tw,retailer,1
campesi78994715,tw,aseguradora,1
campocyl,tw,hashtag,1
camponeblina,tw,hashtag,1
"cande_holm",tw,retailer,1
"cande_quevedo",tw,retailer,1
candedecillis,tw,info,1
"candela_booth",tw,info,1
candespeche,tw,retailer,1
candresferreira,tw,aseguradora,1
candylectora,tw,info,1
candyrosa66,tw,hashtag,1
canecomaria,tw,aseguradora,1
canimosa,tw,hashtag,1
canseidetudi,tw,aseguradora,1
cantor1daniel,tw,aseguradora,1
cantunesss,tw,aseguradora,1
canyardu,tw,hashtag,1
capdanielh,tw,retailer,1
capdevielli,tw,info,1
capelinhaalvaro,tw,hashtag,1
capgeminimx,tw,hashtag,1
capinacho2014,tw,info,1
capo47,tw,info,1
"cappy___",tw,hashtag,1
capucalzado,tw,info,1
caralvar,tw,retailer,1
caramirez74,tw,retailer,1
caraquenita31,tw,hashtag,1
carballoari,tw,retailer,1
"carbon_ma",tw,info,1
