target,ssnn,vertical,weight
pascuzzodiego,tw,info,2
"pata_2016",tw,info,2
patersonssec,tw,hashtag,2
patibu2010,tw,retailer,2
patolube,tw,retailer,2
patomarischi,tw,info,2
pattisonlorena,tw,aseguradora,2
patwill64,tw,aseguradora,2
paucairoli,tw,info,2
"peggys_22",tw,info,2
pelopinchoycac2,tw,info,2
perezperez1973,tw,hashtag,2
perfumealibro,tw,info,2
petitdai,tw,info,1
petitdai,tw,retailer,1
pheasesorlegal,tw,hashtag,2
piano55100,tw,aseguradora,2
pipegomezb,tw,info,2
pjuantorena,tw,info,2
"pm_argentina",tw,info,2
"pm_hirel",tw,aseguradora,2
"poder_brutal",tw,hashtag,2
politofernando,tw,info,2
pollymil,tw,info,2
poschenker,tw,aseguradora,2
"pp_paz",tw,info,2
pricabarre,tw,info,2
prodisegur,tw,hashtag,2
profemollo,tw,retailer,2
prsolana,tw,info,2
psolissanchez,tw,hashtag,2
psychovicky1,tw,info,2
puestotrab,tw,aseguradora,2
pulicip,tw,info,1
pulicip,tw,retailer,1
punitnarotomo,tw,hashtag,2
pylargr,tw,aseguradora,2
quecomparador,tw,hashtag,2
raduarte3,tw,aseguradora,2
rafiatach1,tw,info,2
rainvilb,tw,aseguradora,2
rataaas,tw,hashtag,2
"raul__cervantes",tw,info,2
raulmpaez,tw,aseguradora,2
rdgatti,tw,info,2
"reale_seguros",tw,hashtag,2
reconquista2022,tw,aseguradora,2
remo80994353,tw,aseguradora,2
remuremu0603,tw,hashtag,2
"ricardo_cab_gom",tw,hashtag,2
"rit_grndu",tw,hashtag,2
riverainoel,tw,hashtag,2
rmmiranda73,tw,info,2
"ro_boutenet",tw,info,2
"rob_omgwtf",tw,hashtag,2
"robert_mxm",tw,info,2
robertaconsigli,tw,aseguradora,2
"roberto_moar",tw,aseguradora,2
rochymax,tw,retailer,2
rociarguello,tw,info,2
rodders1000,tw,hashtag,2
rodelaplata,tw,info,2
rodolforivarola,tw,aseguradora,2
rodrigoagimenez,tw,info,2
rogeliogamborra,tw,aseguradora,2
rogercmichaud,tw,aseguradora,2
rominakondrati1,tw,aseguradora,2
rominatrix,tw,info,2
romitaledesma30,tw,info,2
"rosana_1970",tw,retailer,2
roxanacastel,tw,info,2
roxybavaro,tw,info,2
rtetetetetetete,tw,info,2
"ruben_caba",tw,info,2
rubenve29362213,tw,retailer,2
ruete,tw,aseguradora,1
ruete,tw,hashtag,1
rusosmash,tw,info,2
rwcoazen,tw,info,2
"ryg_seguros",tw,hashtag,2
s2son2on12,tw,hashtag,2
sabouringregory,tw,aseguradora,2
sabrifields,tw,info,2
sabrimanzanares,tw,info,2
sabriwagner,tw,info,2
safetysms,tw,info,2
salutitreball,tw,info,2
samedevil,tw,info,2
"sanchez_pablo_e",tw,aseguradora,2
sanezmartinez,tw,info,2
sanhidrovo,tw,hashtag,2
sanmaski1,tw,info,2
santarciero,tw,info,2
"santi4_",tw,info,2
santiagocadel,tw,retailer,2
santiagomgpiat,tw,aseguradora,2
"santiaguito_a_z",tw,info,2
sarahbustos98,tw,aseguradora,2
saramorenopy,tw,aseguradora,2
sarofficer,tw,info,2
satindollweb,tw,hashtag,2
savala72,tw,hashtag,2
sddesb,tw,aseguradora,2
seb2it,tw,info,2
seba34arg,tw,info,2
sebafenix75,tw,info,2
sebavidal18,tw,info,2
"sebii_87",tw,info,2
seccionnorte,tw,info,2
segunlamun,tw,info,2
segureando,tw,aseguradora,1
segureando,tw,info,1
seguridadpsa,tw,info,2
"seguros_ar",tw,aseguradora,1
"seguros_ar",tw,info,1
"seguros_mg",tw,aseguradora,1
"seguros_mg",tw,info,1
segurosgaete,tw,hashtag,1
segurosgaete,tw,info,1
segurturistica,tw,hashtag,2
serginhogrondo,tw,info,2
sextiano87,tw,info,2
"sherezade_eva",tw,info,2
"shillito_ray",tw,hashtag,2
"shishu_zafiro",tw,info,2
"shubham_hajbe",tw,hashtag,2
siete79,tw,info,2
silviatorresc,tw,info,2
silvinaalley,tw,info,1
silvinaalley,tw,retailer,1
silvitaviajera,tw,info,2
simpleyclaro22,tw,info,2
skandaya,tw,aseguradora,2
slessard2018,tw,aseguradora,2
slpapideboca,tw,aseguradora,2
"sofi_eve",tw,retailer,2
sofiaagostina,tw,info,2
"sola_santi",tw,info,2
solcito912,tw,info,2
solemiguel,tw,info,2
soleperrone,tw,info,2
sonilik,tw,info,2
sophiejoyat,tw,hashtag,2
sosuperfreak,tw,info,2
"soy_sabri",tw,info,2
soydmn,tw,retailer,2
soyelluifa,tw,retailer,2
soygipiyque,tw,info,2
soyladyjane,tw,info,2
soyleon1962,tw,aseguradora,1
soyleon1962,tw,hashtag,1
spencerpfreeman,tw,hashtag,2
spotterscordoba,tw,info,2
ssamanta18,tw,hashtag,2
"ssn___men",tw,hashtag,2
"ssn_samer",tw,hashtag,2
"stake_stack",tw,hashtag,2
stellasarille,tw,retailer,2
stukys,tw,info,2
subterfugia,tw,info,2
sunnydeas,tw,info,2
susanaelizalde2,tw,retailer,2
"suzanne_roig",tw,hashtag,2
swapnilnarang,tw,hashtag,2
tamoviajando,tw,info,2
tanapujals,tw,info,2
tatoantonione,tw,aseguradora,2
tattuloca,tw,info,2
telesphoreteta,tw,aseguradora,2
tempe1978,tw,aseguradora,2
thenewvalentino,tw,info,2
therealhacha,tw,info,2
tibur,tw,info,2
tiesto03,tw,hashtag,2
tinchoescobes,tw,info,2
tincholns,tw,info,2
tipraton,tw,info,2
tocumenaero,tw,hashtag,2
tolygirl,tw,retailer,2
tomca50,tw,hashtag,2
tomifurini,tw,info,2
tomiluchettiok,tw,info,2
tomyagas,tw,info,2
topomosso,tw,info,2
tordosoy,tw,info,2
tradecharting,tw,hashtag,2
travelsebas,tw,hashtag,2
tuapart,tw,info,2
turrasaulo,tw,hashtag,2
tutemdp,tw,aseguradora,2
twitlertwit,tw,hashtag,2
unhotelero,tw,info,2
unidosxvnzla1,tw,hashtag,2
uraymiurayd,tw,hashtag,2
urgenciaschile,tw,hashtag,2
urieldsimmon,tw,info,2
usatrace,tw,hashtag,2
vaferreiros,tw,retailer,2
vajay0341,tw,hashtag,2
valbob94,tw,aseguradora,2
valelaico,tw,info,2
"valencia_yhoali",tw,hashtag,2
valeriatepli,tw,info,2
vanesamiramon,tw,info,2
vanicarmona7,tw,retailer,2
vaninosa,tw,info,2
vascogomez,tw,aseguradora,2
vazquezdelia,tw,info,2
veerdun,tw,info,2
vemilos,tw,info,2
vericatholici,tw,aseguradora,2
verospot,tw,retailer,2
vhb65,tw,info,2
viajacontodo23,tw,info,1
viajacontodo23,tw,retailer,1
viajandoxln,tw,info,2
viajarysumar,tw,info,2
viajeropanda,tw,info,2
vickyhirmas,tw,info,2
vickypuye,tw,info,2
vickyulf,tw,info,2
victorproto,tw,info,1
victorproto,tw,retailer,1
vidaypension,tw,info,2
vilmaroman50,tw,aseguradora,1
vilmaroman50,tw,hashtag,1
virdelvillano,tw,info,2
"vito_jaime",tw,info,2
vivalaposta,tw,retailer,2
"vj_virinzy",tw,hashtag,2
walmmed,tw,aseguradora,1
walmmed,tw,info,1
walter18031,tw,retailer,2
wandamalbec2016,tw,info,2
waparadio,tw,hashtag,2
warmicha8,tw,aseguradora,2
washing28694869,tw,hashtag,2
wedietitians,tw,hashtag,2
"wellington_duke",tw,info,2
wenc2,tw,info,2
willygrossman,tw,aseguradora,2
wsyasociados,tw,info,2
"xime_rr",tw,info,2
xyborg,tw,info,2
yessfr,tw,retailer,2
yiyokosushi,tw,info,2
yordingallardo,tw,aseguradora,2
yvesanchezphoto,tw,hashtag,2
zheperr,tw,info,2
000salvatore,tw,aseguradora,1
00akako00,tw,hashtag,1
00b922be14374d2,tw,hashtag,1
0156edgarmedina,tw,aseguradora,1
0208naoto,tw,hashtag,1
02bii,tw,aseguradora,1
02cents0,tw,hashtag,1
0370407d4e094bb,tw,hashtag,1
100dequeso,tw,retailer,1
100thorn,tw,aseguradora,1
10alexsantillan,tw,hashtag,1
10ananogueira,tw,aseguradora,1
112224nmm,tw,hashtag,1
123arbogasto,tw,hashtag,1
123seguro,tw,info,1
12b5c416f8e5408,tw,aseguradora,1
12freddydavid,tw,aseguradora,1
12victoraljo,tw,aseguradora,1
13emanuelleon,tw,hashtag,1
13gano,tw,aseguradora,1
1490csebwbe,tw,aseguradora,1
17tucola,tw,hashtag,1
1800karo,tw,aseguradora,1
18cobos,tw,hashtag,1
"1964_panzer",tw,aseguradora,1
1981jw,tw,info,1
1982drd,tw,aseguradora,1
1990angie27,tw,retailer,1
19bruu,tw,aseguradora,1
1a31551c566e43d,tw,hashtag,1
1agentedeviajes,tw,info,1
1maninparis,tw,aseguradora,1
2010arita,tw,info,1
2016mariano2016,tw,aseguradora,1
"20_pereira10",tw,aseguradora,1
20rueducirque,tw,aseguradora,1
212gabriel,tw,info,1
229people,tw,aseguradora,1
"23_4loyd",tw,hashtag,1
23isaaclee,tw,hashtag,1
24cacheporsiem1,tw,hashtag,1
25anosdepaz,tw,hashtag,1
2610nitesh,tw,hashtag,1
263chat,tw,hashtag,1
26martapacheco,tw,aseguradora,1
27r01,tw,info,1
2ez28u,tw,hashtag,1
2kingnancy,tw,info,1
2mazarine,tw,aseguradora,1
2ndquartcentury,tw,hashtag,1
2tylene,tw,aseguradora,1
"30marcos_",tw,info,1
3208elifar,tw,aseguradora,1
320fd0845747428,tw,hashtag,1
33glarry,tw,hashtag,1
"34_gmc",tw,info,1
368yoshi,tw,info,1
398rakugaki,tw,hashtag,1
434oscar,tw,hashtag,1
459lshdzgiwezfj,tw,aseguradora,1
"4_kiku",tw,hashtag,1
"4e_tina",tw,hashtag,1
4ernieg,tw,aseguradora,1
"4lvo_",tw,hashtag,1
4m4028,tw,info,1
4realluuv,tw,aseguradora,1
55biia,tw,aseguradora,1
57oropeza,tw,hashtag,1
5diaspy,tw,hashtag,1
5seis,tw,aseguradora,1
604stever,tw,hashtag,1
61pablopueblo,tw,hashtag,1
6373sonia,tw,hashtag,1
67uncle,tw,info,1
69vanessa6969,tw,aseguradora,1
6stark,tw,hashtag,1
74tommo,tw,hashtag,1
"76_karate",tw,info,1
777appocalypse,tw,aseguradora,1
7limas7,tw,aseguradora,1
7occam,tw,hashtag,1
81112daisuki,tw,hashtag,1
"85_ocampo",tw,hashtag,1
92catholique,tw,aseguradora,1
96toscanook,tw,info,1
9kamikaze,tw,aseguradora,1
"_0marisinha0_",tw,aseguradora,1
"_1bigyoung",tw,hashtag,1
"_23sergio",tw,hashtag,1
"_3sfiap16_",tw,aseguradora,1
"_7_ssn",tw,hashtag,1
"____anarita____",tw,aseguradora,1
"__acbs__",tw,aseguradora,1
"__beaa___",tw,aseguradora,1
"__bruna_sofia",tw,aseguradora,1
"__caldas_",tw,aseguradora,1
"__calito__",tw,retailer,1
"__catarinasousa",tw,aseguradora,1
"__franck29__",tw,aseguradora,1
"__fufy",tw,aseguradora,1
"__iolanda_",tw,aseguradora,1
"__mafs__",tw,aseguradora,1
"__mians__",tw,aseguradora,1
"__nnatu",tw,info,1
"__rapr__",tw,aseguradora,1
"__ruchissy",tw,hashtag,1
"__saraas___",tw,aseguradora,1
"_aeri06",tw,aseguradora,1
"_agressiva_",tw,aseguradora,1
"_agussabadella",tw,info,1
"_ahmvd",tw,hashtag,1
"_alfie_10",tw,hashtag,1
"_aliciarfrosa_",tw,aseguradora,1
"_anelisearaujo_",tw,aseguradora,1
"_artvandelay",tw,aseguradora,1
"_atrezzo_",tw,hashtag,1
"_be_alone__",tw,aseguradora,1
"_be_witched_",tw,aseguradora,1
"_bea_6",tw,aseguradora,1
"_beatriiz___",tw,aseguradora,1
"_beatrizsantos3",tw,aseguradora,1
"_bftlc_",tw,aseguradora,1
"_biibas",tw,aseguradora,1
"_c_eline_",tw,aseguradora,1
"_carolinabd",tw,aseguradora,1
"_carolinexx_",tw,aseguradora,1
"_castrulio",tw,aseguradora,1
"_catanzarook",tw,retailer,1
"_ccarolinaa_",tw,aseguradora,1
"_ccsr_",tw,aseguradora,1
"_cpv23_",tw,aseguradora,1
"_daniela30_",tw,aseguradora,1
"_daniielaac_",tw,aseguradora,1
"_dany_bessa_",tw,aseguradora,1
"_diana_matias_",tw,aseguradora,1
"_djsilver_",tw,hashtag,1
"_donuts_09",tw,aseguradora,1
"_flordiazz_",tw,retailer,1
"_gmp_",tw,aseguradora,1
"_gnoli",tw,info,1
"_gracemartinez",tw,aseguradora,1
"_guacamala",tw,info,1
"_hildamas",tw,hashtag,1
"_imleonor_",tw,aseguradora,1
"_ines04__",tw,aseguradora,1
"_inesassuncao_",tw,aseguradora,1
"_inesds_",tw,aseguradora,1
"_inesmotaa_",tw,aseguradora,1
"_isamferraz",tw,aseguradora,1
"_javifernandez",tw,info,1
"_jcastellano",tw,hashtag,1
"_jen_",tw,retailer,1
"_jjaym",tw,hashtag,1
"_joanaviveiros_",tw,aseguradora,1
"_jscdx",tw,aseguradora,1
"_juulian_",tw,info,1
"_kittycabs",tw,hashtag,1
"_laaraa_2",tw,aseguradora,1
"_leilape",tw,retailer,1
"_leocuevas",tw,info,1
"_leonelmoreno_",tw,info,1
"_liz_bennet",tw,retailer,1
"_lovevishal",tw,hashtag,1
"_luisacacador",tw,aseguradora,1
"_luuuaanaa_",tw,aseguradora,1
"_mafaldamaia_",tw,aseguradora,1
"_margarida_23_",tw,aseguradora,1
"_margaridaritaa",tw,aseguradora,1
"_margaridatm_",tw,aseguradora,1
"_margariiida_",tw,aseguradora,1
"_maria_dantas_",tw,aseguradora,1
"_mariabvg11",tw,aseguradora,1
"_marialeonor_",tw,aseguradora,1
"_marianaaa2705",tw,aseguradora,1
"_marianocas_",tw,aseguradora,1
"_mariar_18",tw,aseguradora,1
"_marinaandrea",tw,info,1
"_martiiiin_",tw,hashtag,1
"_masumi_222",tw,aseguradora,1
"_menahope",tw,hashtag,1
"_merlin_pinpin_",tw,aseguradora,1
"_micass13",tw,aseguradora,1
"_miss__lg",tw,aseguradora,1
"_mjan",tw,info,1
"_mosesv25",tw,hashtag,1
"_mr2004",tw,aseguradora,1
"_mr_moh",tw,hashtag,1
"_munene_kariuki",tw,hashtag,1
"_mw_sm_0615",tw,hashtag,1
"_nadinesilva_",tw,aseguradora,1
"_opusbrain",tw,aseguradora,1
"_p1p4",tw,aseguradora,1
"_pattyy_36",tw,aseguradora,1
"_phungs",tw,hashtag,1
"_pipa20",tw,aseguradora,1
"_rafspagain_",tw,aseguradora,1
"_robertogil",tw,hashtag,1
"_rodrigoddsilva",tw,aseguradora,1
"_roohb",tw,info,1
"_rosabrava",tw,aseguradora,1
"_sapient_",tw,hashtag,1
"_satanita_",tw,aseguradora,1
"_scarletpm",tw,hashtag,1
"_sisi_00",tw,aseguradora,1
"_sofiasantoss_",tw,aseguradora,1
"_sonofthewind",tw,hashtag,1
"_susii___",tw,aseguradora,1
"_taveiraa_",tw,aseguradora,1
"_thomthomas",tw,info,1
"_tichy",tw,info,1
"_tommy_santana_",tw,info,1
"_tua_prima_",tw,aseguradora,1
"_vinke",tw,info,1
"_xdsdx_",tw,aseguradora,1
"_yaraafs",tw,aseguradora,1
"_zac01",tw,hashtag,1
"_zlurdes",tw,info,1
a1001p,tw,hashtag,1
"a_amdds_",tw,aseguradora,1
"a_anozes",tw,aseguradora,1
"a_anselmoo__",tw,aseguradora,1
"a_barbiee_",tw,aseguradora,1
"a_c_r_i",tw,aseguradora,1
"a_catarina18",tw,aseguradora,1
"a_cubana",tw,aseguradora,1
"a_e_ohiggins",tw,hashtag,1
"a_friorenta",tw,aseguradora,1
"a_sofia__",tw,aseguradora,1
"a_urizio",tw,info,1
"a_valduz",tw,hashtag,1
aaaguscuervo,tw,info,1
aactweets,tw,info,1
aajebli,tw,hashtag,1
aanassousa76,tw,aseguradora,1
aaoa20111,tw,hashtag,1
aarias76,tw,aseguradora,1
aaronclick6,tw,hashtag,1
"aaronperdomoo_",tw,hashtag,1
"ab_couet",tw,aseguradora,1
abadlinda,tw,hashtag,1
abatura,tw,info,1
abbebruno,tw,aseguradora,1
abcontib,tw,info,1
abdutoit,tw,hashtag,1
abedamaisnovo,tw,aseguradora,1
abfeditorial,tw,hashtag,1
abigailgauna,tw,retailer,1
abiiver,tw,info,1
"abono_cero",tw,hashtag,1
abordramy,tw,aseguradora,1
aboutlopes,tw,aseguradora,1
"abr_seguros",tw,hashtag,1
abraceun,tw,retailer,1
abramarti,tw,hashtag,1
abrayshaw15,tw,hashtag,1
abrilmaist,tw,info,1
abrimigue,tw,info,1
abrunasofia,tw,aseguradora,1
absolutedu,tw,hashtag,1
abtkarmy,tw,hashtag,1
abuelito76,tw,info,1
abybest11,tw,hashtag,1
ac48668544,tw,info,1
"ac_venez",tw,hashtag,1
acadeito,tw,aseguradora,1
acanatu,tw,info,1
acardosinha,tw,aseguradora,1
acarinablanco,tw,info,1
acaroldoscp,tw,aseguradora,1
acarolinalemos7,tw,aseguradora,1
acarona18,tw,aseguradora,1
acatgonzalez,tw,info,1
acbjv,tw,hashtag,1
acebanger,tw,aseguradora,1
aceitemaquiz,tw,hashtag,1
acelmamelero,tw,hashtag,1
achienglaurine,tw,hashtag,1
achinelly,tw,info,1
achk219,tw,hashtag,1
aclaudiaop,tw,aseguradora,1
acodese,tw,hashtag,1
"acosta_md",tw,hashtag,1
acostafundafla,tw,hashtag,1
"acs_cv",tw,hashtag,1
acstapaulina,tw,aseguradora,1
activa987,tw,aseguradora,1
actualidadworld,tw,info,1
actucameroun,tw,aseguradora,1
actuplus2,tw,aseguradora,1
"actus__",tw,aseguradora,1
"acuarela_1",tw,aseguradora,1
ad198741,tw,aseguradora,1
adak123,tw,hashtag,1
adama92a,tw,aseguradora,1
adamrod87,tw,hashtag,1
adamshephard01,tw,hashtag,1
"add_luis",tw,info,1
adedoyinjuwon,tw,hashtag,1
"adela_delcr",tw,aseguradora,1
adelacoa3,tw,hashtag,1
adelividal,tw,aseguradora,1
adenbs,tw,aseguradora,1
adetunjibarry,tw,hashtag,1
adidiqtuadoras,tw,aseguradora,1
adiliasilva02,tw,aseguradora,1
adiosbitches123,tw,aseguradora,1
"admiralghost_",tw,hashtag,1
adogel,tw,hashtag,1
adolfofherrera,tw,info,1
adolfopomar,tw,hashtag,1
adorasera,tw,hashtag,1
adquerir,tw,hashtag,1
"adri_duque",tw,retailer,1
adrian64850842,tw,info,1
"adrian_a_biondi",tw,info,1
"adrian_acos",tw,info,1
"adrian_duete",tw,hashtag,1
adriana33slb,tw,aseguradora,1
adriana63974820,tw,aseguradora,1
adrianaabril07,tw,info,1
adrianadimauro,tw,hashtag,1
adrianalages4,tw,aseguradora,1
adrianalpmqlp,tw,hashtag,1
adrianasira2,tw,hashtag,1
adrianblackfyre,tw,hashtag,1
adrianj2112,tw,aseguradora,1
adriannacoronad,tw,hashtag,1
adribfb,tw,aseguradora,1
adricas69,tw,retailer,1
adriengoetz,tw,aseguradora,1
adriesc,tw,info,1
adrikari17,tw,hashtag,1
adrilennox,tw,info,1
adriveron,tw,info,1
adrmaidana,tw,info,1
adru70,tw,info,1
"adry_mtz_",tw,info,1
adsilos,tw,hashtag,1
"ady_ta",tw,hashtag,1
aelzeheiry,tw,hashtag,1
aemartinn,tw,hashtag,1
aepbion,tw,info,1
aeroventa,tw,info,1
"aerwaves_",tw,hashtag,1
"afc_clermont",tw,aseguradora,1
"afi_escuela",tw,hashtag,1
"afonso__ribeiro",tw,aseguradora,1
agaliano68,tw,hashtag,1
agalindez02,tw,hashtag,1
"agama_andalucia",tw,hashtag,1
agarompus,tw,info,1
agarzuaji,tw,info,1
agbrokers,tw,info,1
agenciera,tw,aseguradora,1
agencychecklist,tw,hashtag,1
aggulara,tw,info,1
agimenezcruz,tw,hashtag,1
agisbertarnal,tw,hashtag,1
agneluttop,tw,aseguradora,1
agobiadeishon,tw,info,1
agoldweic,tw,retailer,1
agostachella,tw,info,1
agozferretty,tw,info,1
agrettiemiliano,tw,aseguradora,1
agridiego,tw,info,1
"agro_sevilla",tw,hashtag,1
agrobialar,tw,hashtag,1
aguilarpia69,tw,hashtag,1
agusbengochea,tw,retailer,1
agusblancolara,tw,retailer,1
aguscrack8,tw,info,1
aguscuervo84,tw,info,1
agusfolcher,tw,info,1
aguslusa,tw,info,1
agusmessini,tw,retailer,1
agusordoqui,tw,info,1
agusouto,tw,info,1
agusrodok,tw,info,1
agusrv1981,tw,info,1
"aguss_tiinaa_",tw,info,1
agussslpz,tw,retailer,1
agussup39011241,tw,aseguradora,1
agustin1233,tw,info,1
"agustina_puebla",tw,aseguradora,1
agustinamdq,tw,info,1
agustincanigia,tw,info,1
agustincreevy,tw,aseguradora,1
agustinponcedl,tw,info,1
agustinquirogaa,tw,info,1
"agustxna___",tw,hashtag,1
agustynperez1,tw,retailer,1
ahkinmay,tw,aseguradora,1
"ahmad__59720",tw,hashtag,1
ahmedelhawaty,tw,hashtag,1
ahmednajii7,tw,hashtag,1
ahreigarzabal,tw,info,1
aialjama,tw,aseguradora,1
aiamcatperson,tw,info,1
aiandog47,tw,hashtag,1
aibexint,tw,info,1
aidegabriel,tw,info,1
aigtuiteando,tw,info,1
ailavuchu,tw,info,1
ailindiazinsua,tw,info,1
aimadediamante,tw,info,1
ainhoamaiden,tw,info,1
"airbnb_es",tw,hashtag,1
aires80152840,tw,hashtag,1
airgambito,tw,retailer,1
airseg,tw,hashtag,1
aishwaryup,tw,hashtag,1
aismbul,tw,hashtag,1
aitorcanibe1,tw,aseguradora,1
aitzihernandez,tw,hashtag,1
"aiucrl_",tw,aseguradora,1
aj814patricia,tw,hashtag,1
ajaraw,tw,info,1
ajfleanez,tw,hashtag,1
ajito1979,tw,aseguradora,1
ajo60,tw,info,1
ajupedroso,tw,hashtag,1
akapaulinho,tw,aseguradora,1
akdleandro,tw,info,1
akihan022,tw,hashtag,1
akilesampo,tw,hashtag,1
"al_zol_",tw,hashtag,1
alabamababa,tw,hashtag,1
alainferrandi,tw,aseguradora,1
alainpannetier,tw,hashtag,1
alainpronkin,tw,aseguradora,1
alainsenechal1,tw,aseguradora,1
alamolac,tw,hashtag,1
alamoluna89,tw,hashtag,1
alamosv,tw,hashtag,1
alanahoffman25,tw,hashtag,1
"alanjmitchell_",tw,hashtag,1
alanlad,tw,info,1
alanxicoch,tw,aseguradora,1
alarconma07,tw,aseguradora,1
alarcono71,tw,hashtag,1
albaferrero5,tw,hashtag,1
albasmalko,tw,info,1
"albe_1964",tw,aseguradora,1
alberb11,tw,info,1
albertbosch4,tw,hashtag,1
albertcastells1,tw,hashtag,1
albertda1900,tw,info,1
albertdulac,tw,aseguradora,1
alberto27810143,tw,hashtag,1
"albertp_1",tw,hashtag,1
albrto951,tw,aseguradora,1
albynat,tw,hashtag,1
alcantaramariu,tw,retailer,1
alcataleya,tw,hashtag,1
alcazarnegocios,tw,hashtag,1
"alcbds_consumo",tw,hashtag,1
alcoornoque,tw,info,1
aldachi2222,tw,hashtag,1
aldanett,tw,retailer,1
aldimaguna,tw,hashtag,1
aldj66,tw,hashtag,1
"aldo_diaz28",tw,aseguradora,1
aldoappel799002,tw,aseguradora,1
aldocorbo,tw,retailer,1
"aldy_jimenez",tw,info,1
"ale_agrelo",tw,info,1
"ale_antelo",tw,info,1
"ale_biedma",tw,info,1
"ale_graz",tw,aseguradora,1
"ale_obaid",tw,info,1
"ale_rey",tw,info,1
aleba0510,tw,info,1
alebottega1,tw,info,1
alebrzl,tw,retailer,1
aleccardenas,tw,hashtag,1
alechenlo,tw,info,1
"aleejo_lpda",tw,hashtag,1
aleelatrechiana,tw,info,1
aleexmonteeroo,tw,retailer,1
alefiliberti,tw,info,1
"alegre_shady",tw,hashtag,1
aleidaosorio,tw,hashtag,1
"aleixo_danii",tw,aseguradora,1
alejaddamo,tw,info,1
alejama66,tw,info,1
alejand20303173,tw,info,1
alejanderita,tw,info,1
alejandra52,tw,hashtag,1
alejandramataoc,tw,aseguradora,1
alejandramene,tw,info,1
"alejandro_melo",tw,info,1
alejandrobasso,tw,info,1
alejandrogalviz,tw,hashtag,1
alejandroverio,tw,info,1
alejandrrak,tw,aseguradora,1
alejaros638,tw,info,1
alejavec,tw,retailer,1
alejmoreira,tw,info,1
alejoguevara1,tw,info,1
alejohanson,tw,info,1
alejoj27,tw,hashtag,1
alejosefina2,tw,info,1
alelopezbdz,tw,retailer,1
aleman3000,tw,hashtag,1
alemanangulo,tw,hashtag,1
alepaz72,tw,aseguradora,1
alepiceno77,tw,hashtag,1
alepinola,tw,retailer,1
aleramirezcnn,tw,hashtag,1
alerefurci,tw,info,1
alerodriguez5,tw,hashtag,1
alerosenfeld,tw,info,1
alesalgueroi,tw,hashtag,1
alesaltoscba,tw,info,1
"alesanotty_",tw,hashtag,1
alessandraprior,tw,aseguradora,1
alessandrobarix,tw,aseguradora,1
alessandrohoale,tw,info,1
aletefarma,tw,info,1
aleventola01,tw,info,1
"alex_charnego",tw,info,1
"alex_orue",tw,aseguradora,1
"alex_pereira93",tw,info,1
alexa17777731,tw,hashtag,1
alexamaltez2,tw,hashtag,1
alexand85350732,tw,hashtag,1
alexander12leon,tw,hashtag,1
alexandmart1983,tw,hashtag,1
"alexandrapg_06",tw,aseguradora,1
alexandrybruno,tw,aseguradora,1
alexatae20,tw,hashtag,1
alexaussedat,tw,aseguradora,1
alexavilapr,tw,hashtag,1
alexculo6,tw,info,1
alexferrero15,tw,info,1
alexgonxa6,tw,hashtag,1
"alexhill___",tw,hashtag,1
"alexis_lezcano7",tw,info,1
alexisferreyros,tw,info,1
alexisjnavas,tw,aseguradora,1
alexisv26,tw,hashtag,1
alexluck9,tw,hashtag,1
alexorea,tw,hashtag,1
alexpelumi,tw,hashtag,1
alexpolo30,tw,aseguradora,1
alexstradda,tw,hashtag,1
alexsurbano,tw,info,1
alextienda,tw,aseguradora,1
alexuchacr,tw,retailer,1
alexvallenilla,tw,hashtag,1
alexvanzant,tw,hashtag,1
alexvargasr26,tw,hashtag,1
alexzuri97,tw,retailer,1
alezalazar,tw,info,1
alf565,tw,info,1
alfaomegacurico,tw,hashtag,1
"alfila_consulto",tw,hashtag,1
alfonso10dt,tw,info,1
alfonsourcola,tw,hashtag,1
alfonsovn,tw,hashtag,1
"alfre_gr",tw,hashtag,1
alfredenewmanoo,tw,hashtag,1
alfredochuriond,tw,hashtag,1
alfredpagano,tw,aseguradora,1
"ali_srour96",tw,hashtag,1
alianzasocios,tw,aseguradora,1
alibiri74,tw,aseguradora,1
alicevrose,tw,hashtag,1
alicia40759600,tw,aseguradora,1
aliciaaasofia,tw,aseguradora,1
aliciabueno10,tw,hashtag,1
aliciacc69,tw,aseguradora,1
aliciacdegomez,tw,hashtag,1
alicianac,tw,aseguradora,1
aliette08294520,tw,aseguradora,1
alineroy2,tw,aseguradora,1
alinicol1888,tw,hashtag,1
aliro10,tw,info,1
alis571,tw,info,1
alishasoca,tw,info,1
"allan_crawshaw",tw,aseguradora,1
allariopatri,tw,info,1
"allende_carm",tw,aseguradora,1
allianzassistes,tw,hashtag,1
allianzist,tw,aseguradora,1
allianzsegurosa,tw,hashtag,1
allorepazz,tw,aseguradora,1
alloresm,tw,aseguradora,1
almaimendez1,tw,hashtag,1
almempresas,tw,hashtag,1
"almundo_ar",tw,retailer,1
alniquet,tw,aseguradora,1
alondrita3111,tw,hashtag,1
alopezrodz,tw,hashtag,1
alsurdelbravo,tw,info,1
altar7,tw,aseguradora,1
altoba1965,tw,aseguradora,1
altovoltaje900,tw,hashtag,1
aluiziomattos,tw,aseguradora,1
"alvaro_tombe",tw,hashtag,1
alvarobrizuela,tw,retailer,1
alvaroisa,tw,info,1
alvizlo,tw,hashtag,1
alvsamsan,tw,hashtag,1
alyvett05,tw,hashtag,1
alzavuelotravel,tw,hashtag,1
